iter	MAE
2926	0.6531480653
2927	0.6531230424
2928	0.6531126913
2929	0.6531079757
2930	0.6531035112
2931	0.6530934799
2932	0.6530788001
2933	0.6530751241
2934	0.6530687329
2935	0.6530589402
2936	0.653043589
2937	0.6530372836
2938	0.6530348179
2939	0.6530255801
2940	0.653013543
2941	0.6530041633
2942	0.6529899093
2943	0.6529825841
2944	0.652975967
2945	0.6529717536
2946	0.6529684565
2947	0.6529597628
2948	0.6529563794
2949	0.6529522261
2950	0.6529487582
2951	0.6529356558
2952	0.6529301574
2953	0.6529248028
2954	0.6529193849
2955	0.6529163708
2956	0.6529100903
2957	0.6528883403
2958	0.6528864154
2959	0.6528721457
2960	0.6528677664
2961	0.6528599846
2962	0.6528453533
2963	0.6528384551
2964	0.6528266608
2965	0.6528192005
2966	0.6527997988
2967	0.6527960692
2968	0.6527841027
2969	0.6527778411
2970	0.6527548248
2971	0.6527419703
2972	0.6527250297
2973	0.6527211433
2974	0.6527132821
2975	0.6527094564
2976	0.6527006426
2977	0.6526837592
2978	0.6526719292
2979	0.6526580914
2980	0.6526564018
2981	0.6526382969
2982	0.6526340713
2983	0.6526246365
2984	0.6526207213
2985	0.65261567
2986	0.6525941753
2987	0.6525856351
2988	0.6525834293
2989	0.6525771466
2990	0.6525559241
2991	0.6525438452
2992	0.65253892
2993	0.6525349541
2994	0.6525325104
2995	0.6525308812
2996	0.6525244292
2997	0.6525176813
2998	0.6525130593
2999	0.6524992269
